pair_bytes,config,input_bytes,sim_time_ns,algbw_gbps,pause,resume,max_qlen_bytes,nic_mean_gbps,nic_peak_gbps,paced_pct,unshapeable_pct,nic_interval_ns,qlen_rows,wall_s
4194304,all,16777216,1821669,36.8392,0,0,33276,56.01,106.48,100.0,,5000,1,1.8
16777216,baseline,67108864,7428876,36.1341,0,0,128708,54.98,103.06,0.0,,10000,0,4.9
16777216,rate,67108864,7439269,36.0836,0,0,128648,54.91,103.06,100.0,,10000,0,5.0
16777216,flowId+nic,67108864,5486429,48.9272,0,0,83160,74.48,103.21,0.0,,10000,0,5.4
16777216,all,67108864,5895540,45.532,0,0,79008,69.3,103.16,100.0,,10000,0,5.3
67108864,baseline,268435456,29669329,36.1903,0,0,132916,55.02,95.04,0.0,,50000,0,18.7
67108864,rate,268435456,29700526,36.1523,0,0,128648,54.92,95.67,100.0,,50000,0,18.6
67108864,flowId+nic,268435456,21876484,49.082,0,0,83160,74.68,94.5,0.0,,50000,0,24.1
67108864,all,268435456,22079339,48.6311,0,0,83100,74.01,93.16,100.0,,50000,0,20.3
268435456,baseline,1073741824,118643566,36.2006,0,0,132976,55.02,92.5,0.0,,200000,0,88.5
268435456,rate,1073741824,118799290,36.1531,0,0,128648,55.02,93.5,100.0,,200000,0,74.1
268435456,flowId+nic,1073741824,87459648,49.108,0,0,91464,74.68,90.17,0.0,,200000,0,77.7
268435456,all,1073741824,87569421,49.0464,0,0,79008,74.68,89.84,100.0,,200000,0,80.1
1073741824,baseline,4294967296,474508273,36.2056,0,0,137004,55.04,91.64,0.0,,1000000,0,286.5
1073741824,rate,4294967296,475635771,36.1198,0,0,128648,54.92,91.8,100.0,,1000000,0,291.0
1073741824,flowId+nic,4294967296,349781191,49.116,0,0,91404,74.77,89.64,0.0,,1000000,0,323.2
1073741824,all,4294967296,349596337,49.142,0,0,83100,74.77,88.95,100.0,,1000000,0,380.7
4294967296,baseline,17179869184,1898252318,36.2014,0,0,141152,55.04,90.58,0.0,,5000000,0,1154.1
4294967296,rate,17179869184,1900896900,36.1511,0,0,128708,54.9,90.6,100.0,,5000000,0,1164.8
4294967296,flowId+nic,17179869184,1399104004,49.1168,0,0,103860,74.77,88.65,0.0,,5000000,0,1256.5
4294967296,all,17179869184,1397527965,49.1722,0,0,87312,74.77,88.85,100.0,,5000000,0,1254.6
4096,noRate,16384,5484,11.9504,0,0,6312,18.72,332.16,0.0,,100,1,4.6
4096,noNetDeps,16384,5484,11.9504,0,0,6312,18.72,332.16,100.0,,100,1,0.5
16384,noRate,65536,10436,25.1192,0,0,20760,38.19,332.16,0.0,,100,1,0.4
16384,noNetDeps,65536,10436,25.1192,0,0,20760,38.19,332.16,100.0,,100,1,0.4
65536,noRate,262144,26372,39.761,0,0,58128,60.5,336.96,0.0,,100,1,0.5
65536,noNetDeps,262144,26372,39.761,0,0,58128,60.5,336.96,100.0,,100,1,0.5
262144,noRate,1048576,98239,42.6949,0,0,78888,64.93,168.48,0.0,,200,1,0.5
262144,noNetDeps,1048576,98575,42.5494,0,0,78888,64.8,168.48,100.0,,200,1,0.5
1048576,noRate,4194304,354311,47.3517,0,0,78888,71.99,132.86,0.0,,1000,1,0.8
1048576,noNetDeps,4194304,356075,47.1171,0,0,78888,71.59,132.86,100.0,,1000,1,0.7
4194304,noRate,16777216,1380007,48.6294,0,0,78888,73.81,106.58,0.0,,5000,1,1.7
4194304,noNetDeps,16777216,1379328,48.6533,0,0,78888,74.08,106.48,100.0,,5000,1,1.8
16777216,noRate,67108864,5486429,48.9272,0,0,83160,74.48,103.21,0.0,,10000,0,5.3
16777216,noNetDeps,67108864,5471800,49.058,0,0,78888,74.62,103.11,100.0,,10000,0,5.3
67108864,noRate,268435456,21876484,49.082,0,0,83160,74.68,94.5,0.0,,50000,0,20.1
67108864,noNetDeps,268435456,21853196,49.1343,0,0,78888,74.68,92.5,100.0,,50000,0,20.3
268435456,noRate,1073741824,87459648,49.108,0,0,91464,74.68,90.17,0.0,,200000,0,80.8
268435456,noNetDeps,1073741824,87374467,49.1559,0,0,79008,74.86,90.01,100.0,,200000,0,80.8
4096,noRate,16384,11936,5.49062,0,0,4152,8.58,332.16,0.0,,100,1,10.9
16384,noRate,65536,17390,15.0744,0,0,8424,23.05,336.96,0.0,,100,1,0.5
65536,noRate,262144,32330,32.4335,0,0,37368,49.3,332.16,0.0,,100,1,0.5
262144,noRate,1048576,118829,35.297,0,0,41520,53.69,168.48,0.0,,200,1,0.5
1048576,noRate,4194304,434584,38.6052,0,0,45672,58.75,132.86,0.0,,1000,1,0.7
4194304,noRate,16777216,1811937,37.0371,0,0,41520,56.32,106.48,0.0,,5000,1,1.7
16777216,noRate,67108864,5897273,45.5186,0,0,78948,69.3,103.16,0.0,,10000,0,5.2
67108864,noRate,268435456,22333750,48.0771,0,0,99768,73.18,93.82,0.0,,50000,0,20.6
268435456,noRate,1073741824,87735875,48.9534,0,0,87432,74.51,90.5,0.0,,200000,0,78.5
