pair_bytes,config,input_bytes,sim_time_ns,algbw_gbps,pause,resume,max_qlen_bytes,nic_mean_gbps,nic_peak_gbps,paced_pct,unshapeable_pct,nic_interval_ns,qlen_rows,wall_s
4096,baseline,16384,5483,11.9526,0,0,6300,18.69,331.84,0.0,,100,1,4.3
4096,rate,16384,5483,11.9526,0,0,6300,18.69,331.84,100.0,,100,1,0.5
4096,flowId+nic,16384,5484,11.9504,0,0,6312,18.72,332.16,0.0,,100,1,0.4
4096,all,16384,11936,5.49062,0,0,4152,8.58,332.16,100.0,,100,1,0.4
16384,baseline,65536,11086,23.6464,0,0,24888,36.09,331.84,0.0,,100,1,0.4
16384,rate,65536,11086,23.6464,0,0,24888,36.09,331.84,100.0,,100,1,0.4
16384,flowId+nic,65536,10436,25.1192,0,0,20760,38.19,332.16,0.0,,100,1,0.5
16384,all,65536,17735,14.7812,0,0,12456,22.53,336.96,100.0,,100,1,0.4
65536,baseline,262144,30976,33.8512,0,0,87108,51.47,336.64,0.0,,100,1,0.5
65536,rate,262144,30976,33.8512,0,0,87108,51.47,336.64,100.0,,100,1,0.4
65536,flowId+nic,262144,26372,39.761,0,0,58128,60.5,336.96,0.0,,100,1,0.5
65536,all,262144,32666,32.0999,0,0,16608,48.85,336.96,100.0,,100,1,0.5
262144,baseline,1048576,117094,35.82,0,0,128648,54.46,168.32,0.0,,200,1,0.6
262144,rate,1048576,117094,35.82,0,0,128648,54.46,168.32,100.0,,200,1,0.5
262144,flowId+nic,1048576,98239,42.6949,0,0,78888,64.93,168.48,0.0,,200,1,0.6
262144,all,1048576,114180,36.7341,0,0,24972,55.95,168.48,100.0,,200,1,0.5
1048576,baseline,4194304,465205,36.0641,0,0,128648,54.79,133.22,0.0,,1000,1,0.7
1048576,rate,4194304,462875,36.2457,0,0,128648,55.14,133.22,100.0,,1000,1,0.7
1048576,flowId+nic,4194304,354311,47.3517,0,0,78888,71.99,132.86,0.0,,1000,1,0.7
1048576,all,4194304,419436,39.9995,0,0,29064,60.85,132.86,100.0,,1000,1,0.8
4194304,baseline,16777216,1852727,36.2217,0,0,132856,55.05,106.48,0.0,,5000,1,1.7
4194304,rate,16777216,1861631,36.0484,0,0,128648,54.76,106.48,100.0,,5000,1,1.7
4194304,flowId+nic,16777216,1380007,48.6294,0,0,78888,73.81,106.58,0.0,,5000,1,1.7
