sw_id,port_id,peer_id,peer_kind,rate_gbps,data_bytes,ctrl_bytes,data_pkts,first_ns,last_ns,busy_ns,util_run,util_active
4,0,0,host,100.000,50970624,92160,12288,1031,7438238,4077649.9,0.5482,0.5483
4,1,1,host,100.000,50970624,92160,12288,1031,6827554,4077649.9,0.5482,0.5973
4,2,6,switch,50.000,42475520,61440,10240,1362,6813378,6796083.2,0.9137,0.9976
4,3,7,switch,50.000,25485312,61440,6144,1362,5764795,4077649.9,0.5482,0.7074
5,0,2,host,100.000,50970624,92160,12288,1693,6779330,4077649.9,0.5482,0.6016
5,1,3,host,100.000,50970624,92160,12288,1693,6816104,4077649.9,0.5482,0.5984
5,2,6,switch,50.000,25485312,92160,6144,1031,6824828,4077649.9,0.5482,0.5975
5,3,7,switch,50.000,42475520,30720,10240,1362,7435512,6796083.2,0.9137,0.9141
6,0,4,switch,50.000,25485312,92160,6144,2394,6826191,4077649.9,0.5482,0.5975
6,1,5,switch,50.000,42475520,61440,10240,2725,6814741,6796083.2,0.9137,0.9976
7,0,4,switch,50.000,42475520,30720,10240,2725,7436875,6796083.2,0.9137,0.9141
7,1,5,switch,50.000,25485312,61440,6144,2725,5766158,4077649.9,0.5482,0.7074
