sw_id,port_id,q_id,max_qlen_bytes
8,0,3,62280
8,1,3,45688
8,2,3,24888
8,3,3,66368
9,0,3,4268
9,2,3,124500
9,3,3,60
10,0,3,4148
10,1,3,4148
11,0,3,60
11,1,3,4148
