sw_id,port_id,q_id,max_qlen_bytes
8,0,3,74724
8,1,3,107908
8,2,3,33244
8,3,3,111996
9,0,3,4328
9,2,3,132856
9,3,3,45688
10,0,3,4148
10,1,3,4148
11,0,3,4148
11,1,3,4148
