sw_id,port_id,q_id,max_qlen_bytes
8,0,3,99708
8,1,3,58128
8,2,3,112164
8,3,3,112164
9,0,3,261816
9,1,3,78948
9,2,3,124680
9,3,3,166140
10,0,3,4152
10,1,3,4152
11,0,3,4152
11,1,3,4152
