sw_id,port_id,peer_id,peer_kind,rate_gbps,data_bytes,ctrl_bytes,data_pkts,first_ns,last_ns,busy_ns,util_run,util_active
8,0,0,host,100.000,398592,1080,96,1032,44988,31887.4,0.6742,0.7200
8,1,1,host,100.000,398592,1200,96,1364,45320,31887.4,0.6742,0.7200
8,2,2,host,100.000,398592,1080,96,1032,46976,31887.4,0.6742,0.6891
8,3,3,host,100.000,398592,1200,96,1364,45652,31887.4,0.6742,0.7146
8,4,10,switch,100.000,531456,2040,128,1696,43928,42516.5,0.8989,0.9989
8,5,11,switch,100.000,531456,1440,128,3024,45236,42516.5,0.8989,0.9993
9,0,4,host,100.000,398592,1080,96,2360,45992,31887.4,0.6742,0.7253
9,1,5,host,100.000,398592,1080,96,2692,47300,31887.4,0.6742,0.7096
9,2,6,host,100.000,398592,1200,96,2360,45300,31887.4,0.6742,0.7369
9,3,7,host,100.000,398592,1080,96,2692,46632,31887.4,0.6742,0.7203
9,4,10,switch,100.000,531456,1920,128,1032,43256,42516.5,0.8989,0.9991
9,5,11,switch,100.000,531456,1680,128,1696,44912,42516.5,0.8989,0.9763
10,0,8,switch,100.000,531456,1920,128,2064,44288,42516.5,0.8989,0.9991
10,1,9,switch,100.000,531456,2040,128,2728,44960,42516.5,0.8989,0.9989
11,0,8,switch,100.000,531456,1680,128,2728,45944,42516.5,0.8989,0.9763
11,1,9,switch,100.000,531456,1440,128,4056,46268,42516.5,0.8989,0.9993
