sw_id,port_id,q_id,max_qlen_bytes
8,0,3,99768
8,1,3,174684
8,2,3,166080
8,3,3,161928
9,0,3,157836
9,1,3,70644
9,2,3,270180
9,3,3,286668
10,0,3,4152
10,1,3,4152
11,0,3,4152
11,1,3,4152
