sw_id,port_id,q_id,max_qlen_bytes
4,0,3,4152
4,2,3,4152
4,3,3,4152
5,0,3,4152
5,2,3,4152
5,3,3,4152
6,0,3,4152
6,1,3,4152
7,0,3,4152
7,1,3,4152
