sw_id,port_id,q_id,max_qlen_bytes
8,0,3,103860
8,1,3,245448
8,2,3,166080
8,3,3,161928
9,0,3,170472
9,1,3,62340
9,2,3,353700
9,3,3,340704
10,0,3,4152
10,1,3,4152
11,0,3,4152
11,1,3,4152
