sw_id,port_id,peer_id,peer_kind,rate_gbps,data_bytes,ctrl_bytes,data_pkts,first_ns,last_ns,busy_ns,util_run,util_active
8,0,12,host,100.000,21237760,38400,5120,1896,4573405,1699020.8,0.3288,0.3716
8,1,13,host,100.000,33980416,61440,8192,1896,4621543,2718433.3,0.5261,0.5884
8,2,10,switch,50.000,19113984,24960,4608,2558,4594461,3058237.4,0.5919,0.6659
8,3,11,switch,50.000,19113984,44160,4608,2889,5164075,3058237.4,0.5919,0.5925
9,0,14,host,100.000,33980416,61440,8192,2889,5166801,2718433.3,0.5261,0.5264
9,1,15,host,100.000,21237760,38400,5120,3551,4579311,1699020.8,0.3288,0.3713
9,2,10,switch,50.000,28670976,42240,6912,1896,4618817,4587356.2,0.8879,0.9935
9,3,11,switch,50.000,9556992,26880,2304,2227,4268440,1529118.7,0.2960,0.3584
10,0,8,switch,50.000,28670976,42240,6912,3259,4620180,4587356.2,0.8879,0.9935
10,1,9,switch,50.000,19113984,24960,4608,3921,4595824,3058237.4,0.5919,0.6659
11,0,8,switch,50.000,9556992,26880,2304,3590,4269803,1529118.7,0.2960,0.3584
11,1,9,switch,50.000,19113984,44160,4608,4252,5165438,3058237.4,0.5919,0.5925
