sw_id,port_id,q_id,max_qlen_bytes
8,0,3,4148
8,1,3,12444
8,2,3,4148
8,3,3,8296
9,0,3,4148
9,2,3,8296
9,3,3,60
10,0,3,4148
10,1,3,4148
11,0,3,60
11,1,3,4148
