sw_id,port_id,q_id,max_qlen_bytes
8,0,3,128892
8,1,3,203688
8,2,3,116316
8,3,3,116496
9,0,3,8304
9,2,3,87312
9,3,3,83040
10,0,3,4152
10,1,3,4152
11,0,3,4152
11,1,3,4152
