sw_id,port_id,peer_id,peer_kind,rate_gbps,data_bytes,ctrl_bytes,data_pkts,first_ns,last_ns,busy_ns,util_run,util_active
4,0,0,host,100.000,3265265664,5898240,786432,1032,349474913,261221253.1,0.7468,0.7475
4,1,1,host,100.000,3265265664,5898240,786432,1032,349722656,261221253.1,0.7468,0.7469
4,2,6,switch,50.000,2176843776,3932160,524288,1364,349719439,348295004.2,0.9958,0.9959
4,3,7,switch,50.000,2176843776,3932160,524288,2028,349777431,348295004.2,0.9958,0.9958
5,0,2,host,100.000,3265265664,5898240,786432,1696,349657553,261221253.1,0.7468,0.7471
5,1,3,host,100.000,3265265664,5898240,786432,1696,349780159,261221253.1,0.7468,0.7468
5,2,6,switch,50.000,2176843776,5898240,524288,1032,349719928,348295004.2,0.9958,0.9959
5,3,7,switch,50.000,2176843776,1966080,524288,2028,349155022,348295004.2,0.9958,0.9975
6,0,4,switch,50.000,2176843776,5898240,524288,2396,349721292,348295004.2,0.9958,0.9959
6,1,5,switch,50.000,2176843776,3932160,524288,2728,349720803,348295004.2,0.9958,0.9959
7,0,4,switch,50.000,2176843776,1966080,524288,3392,349156386,348295004.2,0.9958,0.9975
7,1,5,switch,50.000,2176843776,3932160,524288,3392,349778795,348295004.2,0.9958,0.9958
