sw_id,port_id,peer_id,peer_kind,rate_gbps,data_bytes,ctrl_bytes,data_pkts,first_ns,last_ns,busy_ns,util_run,util_active
4,0,0,host,100.000,12742656,23040,3072,1031,1851696,1019412.5,0.5505,0.5507
4,1,1,host,100.000,12742656,23040,3072,1031,1714105,1019412.5,0.5505,0.5950
4,2,6,switch,50.000,10618880,15360,2560,1362,1699986,1699020.8,0.9175,0.9998
4,3,7,switch,50.000,6371328,15360,1536,1362,1468825,1019412.5,0.5505,0.6944
5,0,2,host,100.000,12742656,23040,3072,1693,1697390,1019412.5,0.5505,0.6011
5,1,3,host,100.000,12742656,23040,3072,1693,1702712,1019412.5,0.5505,0.5992
5,2,6,switch,50.000,6371328,23040,1536,1031,1711379,1019412.5,0.5505,0.5958
5,3,7,switch,50.000,10618880,7680,2560,1362,1848970,1699020.8,0.9175,0.9192
6,0,4,switch,50.000,6371328,23040,1536,2394,1712742,1019412.5,0.5505,0.5958
6,1,5,switch,50.000,10618880,15360,2560,2725,1701349,1699020.8,0.9175,0.9998
7,0,4,switch,50.000,10618880,7680,2560,2725,1850333,1699020.8,0.9175,0.9192
7,1,5,switch,50.000,6371328,15360,1536,2725,1470188,1019412.5,0.5505,0.6944
