sw_id,port_id,q_id,max_qlen_bytes
4,0,3,2104
4,2,3,2104
4,3,3,2104
5,0,3,2104
5,2,3,2104
5,3,3,2104
6,0,3,2104
6,1,3,2104
7,0,3,2104
7,1,3,2104
