sw_id,port_id,q_id,max_qlen_bytes
8,0,3,62280
8,1,3,95524
8,2,3,41540
8,3,3,99552
9,0,3,4268
9,2,3,87348
9,3,3,12444
10,0,3,4148
10,1,3,4148
11,0,3,4148
11,1,3,4148
