sw_id,port_id,q_id,max_qlen_bytes
8,0,3,162288
8,1,3,315792
8,2,3,353220
8,3,3,357552
9,0,3,344976
9,1,3,162168
9,2,3,449316
9,3,3,448776
10,0,3,4152
10,1,3,4152
11,0,3,4152
11,1,3,4152
