sw_id,port_id,q_id,max_qlen_bytes
8,0,3,70576
8,1,3,166400
8,2,3,286452
8,3,3,74964
9,0,3,128948
9,1,3,62280
9,2,3,751388
9,3,3,91376
10,0,3,4148
10,1,3,4148
11,0,3,4148
11,1,3,4148
