sw_id,port_id,q_id,max_qlen_bytes
8,0,3,70644
8,1,3,116496
8,2,3,53976
8,3,3,53976
9,0,3,8304
9,2,3,33276
9,3,3,33216
10,0,3,4152
10,1,3,4152
11,0,3,4152
11,1,3,4152
