sw_id,port_id,q_id,max_qlen_bytes
8,0,3,2100
8,1,3,4148
8,2,3,8400
8,3,3,4200
9,0,3,2100
9,1,3,4148
9,2,3,13832
9,3,3,2100
10,0,3,2100
10,1,3,2100
11,0,3,2100
11,1,3,2100
