time_ns,sw_id,port_id,q_id,qlen_bytes,op
30757,4,0,3,60,enq
30757,4,0,3,0,deq
30757,5,0,3,60,enq
30757,5,0,3,0,deq
32492,4,3,3,4148,enq
32492,4,3,3,0,deq
32492,5,2,3,4148,enq
32492,5,2,3,0,deq
32823,4,3,3,4148,enq
32823,5,2,3,4148,enq
33154,4,3,3,8296,enq
33154,5,2,3,8296,enq
33155,4,3,3,4148,deq
33155,5,2,3,4148,deq
33485,4,3,3,8296,enq
33485,5,2,3,8296,enq
33816,4,3,3,12444,enq
33816,5,2,3,12444,enq
33818,4,3,3,8296,deq
33818,5,2,3,8296,deq
33855,7,1,3,4148,enq
33855,7,1,3,0,deq
33855,6,0,3,4148,enq
33855,6,0,3,0,deq
34147,4,3,3,12444,enq
34147,5,2,3,12444,enq
34478,4,3,3,16592,enq
34478,5,2,3,16592,enq
34481,4,3,3,12444,deq
34481,5,2,3,12444,deq
34518,7,1,3,4148,enq
34518,6,0,3,4148,enq
34518,7,1,3,0,deq
34518,6,0,3,0,deq
34809,4,3,3,16592,enq
34809,5,2,3,16592,enq
35144,4,3,3,12444,deq
35144,5,2,3,12444,deq
35181,7,1,3,4148,enq
35181,6,0,3,4148,enq
35181,7,1,3,0,deq
35181,6,0,3,0,deq
35218,5,0,3,4148,enq
35218,5,0,3,0,deq
35218,4,0,3,4148,enq
35218,4,0,3,0,deq
35807,4,3,3,8296,deq
35807,5,2,3,8296,deq
35844,7,1,3,4148,enq
35844,6,0,3,4148,enq
35844,7,1,3,0,deq
35844,6,0,3,0,deq
35881,5,0,3,4148,enq
35881,5,0,3,0,deq
35881,4,0,3,4148,enq
35881,4,0,3,0,deq
36470,4,3,3,4148,deq
36470,5,2,3,4148,deq
36507,7,1,3,4148,enq
36507,6,0,3,4148,enq
36507,7,1,3,0,deq
36507,6,0,3,0,deq
36544,5,0,3,4148,enq
36544,5,0,3,0,deq
36544,4,0,3,4148,enq
36544,4,0,3,0,deq
37133,4,3,3,0,deq
37133,5,2,3,0,deq
37170,7,1,3,4148,enq
37170,6,0,3,4148,enq
37170,7,1,3,0,deq
37170,6,0,3,0,deq
37207,5,0,3,4148,enq
37207,5,0,3,0,deq
37207,4,0,3,4148,enq
37207,4,0,3,0,deq
37833,7,1,3,4148,enq
37833,6,0,3,4148,enq
37833,7,1,3,0,deq
37833,6,0,3,0,deq
37870,5,0,3,4148,enq
37870,5,0,3,0,deq
37870,4,0,3,4148,enq
37870,4,0,3,0,deq
38496,7,1,3,4148,enq
38496,6,0,3,4148,enq
38496,7,1,3,0,deq
38496,6,0,3,0,deq
38533,5,0,3,4148,enq
38533,5,0,3,0,deq
38533,4,0,3,4148,enq
38533,4,0,3,0,deq
38942,5,3,3,60,enq
38942,5,3,3,0,deq
38942,4,2,3,60,enq
38942,4,2,3,0,deq
39196,5,0,3,4148,enq
39196,5,0,3,0,deq
39196,4,0,3,4148,enq
39196,4,0,3,0,deq
39651,7,0,3,60,enq
39651,7,0,3,0,deq
39651,6,1,3,60,enq
39651,6,1,3,0,deq
39859,5,0,3,4148,enq
39859,5,0,3,0,deq
39859,4,0,3,4148,enq
39859,4,0,3,0,deq
40360,4,0,3,60,enq
40360,4,0,3,0,deq
40360,5,0,3,60,enq
40360,5,0,3,0,deq
42095,4,3,3,4148,enq
42095,4,3,3,0,deq
42095,5,2,3,4148,enq
42095,5,2,3,0,deq
42426,4,3,3,4148,enq
42426,5,2,3,4148,enq
42757,4,3,3,8296,enq
42757,5,2,3,8296,enq
42758,4,3,3,4148,deq
42758,5,2,3,4148,deq
43088,4,3,3,8296,enq
43088,5,2,3,8296,enq
43419,4,3,3,12444,enq
43419,5,2,3,12444,enq
43421,4,3,3,8296,deq
43421,5,2,3,8296,deq
43458,7,1,3,4148,enq
43458,7,1,3,0,deq
43458,6,0,3,4148,enq
43458,6,0,3,0,deq
43750,4,3,3,12444,enq
43750,5,2,3,12444,enq
44081,4,3,3,16592,enq
44081,5,2,3,16592,enq
44084,4,3,3,12444,deq
44084,5,2,3,12444,deq
44121,7,1,3,4148,enq
44121,6,0,3,4148,enq
44121,7,1,3,0,deq
44121,6,0,3,0,deq
44412,4,3,3,16592,enq
44412,5,2,3,16592,enq
44747,4,3,3,12444,deq
44747,5,2,3,12444,deq
44784,7,1,3,4148,enq
44784,6,0,3,4148,enq
44784,7,1,3,0,deq
44784,6,0,3,0,deq
44821,5,0,3,4148,enq
44821,5,0,3,0,deq
44821,4,0,3,4148,enq
44821,4,0,3,0,deq
45410,4,3,3,8296,deq
45410,5,2,3,8296,deq
45447,7,1,3,4148,enq
45447,6,0,3,4148,enq
45447,7,1,3,0,deq
45447,6,0,3,0,deq
45484,5,0,3,4148,enq
45484,5,0,3,0,deq
45484,4,0,3,4148,enq
45484,4,0,3,0,deq
46073,4,3,3,4148,deq
46073,5,2,3,4148,deq
46110,7,1,3,4148,enq
46110,6,0,3,4148,enq
46110,7,1,3,0,deq
46110,6,0,3,0,deq
46147,5,0,3,4148,enq
46147,5,0,3,0,deq
46147,4,0,3,4148,enq
46147,4,0,3,0,deq
46736,4,3,3,0,deq
46736,5,2,3,0,deq
46773,7,1,3,4148,enq
46773,6,0,3,4148,enq
46773,7,1,3,0,deq
46773,6,0,3,0,deq
46810,5,0,3,4148,enq
46810,5,0,3,0,deq
46810,4,0,3,4148,enq
46810,4,0,3,0,deq
47436,7,1,3,4148,enq
47436,6,0,3,4148,enq
47436,7,1,3,0,deq
47436,6,0,3,0,deq
47473,5,0,3,4148,enq
47473,5,0,3,0,deq
47473,4,0,3,4148,enq
47473,4,0,3,0,deq
48099,7,1,3,4148,enq
48099,6,0,3,4148,enq
48099,7,1,3,0,deq
48099,6,0,3,0,deq
48136,5,0,3,4148,enq
48136,5,0,3,0,deq
48136,4,0,3,4148,enq
48136,4,0,3,0,deq
48545,5,3,3,60,enq
48545,5,3,3,0,deq
48545,4,2,3,60,enq
48545,4,2,3,0,deq
48799,5,0,3,4148,enq
48799,5,0,3,0,deq
48799,4,0,3,4148,enq
48799,4,0,3,0,deq
49254,7,0,3,60,enq
49254,7,0,3,0,deq
49254,6,1,3,60,enq
49254,6,1,3,0,deq
49462,5,0,3,4148,enq
49462,5,0,3,0,deq
49462,4,0,3,4148,enq
49462,4,0,3,0,deq
49963,4,0,3,60,enq
49963,4,0,3,0,deq
49963,5,0,3,60,enq
49963,5,0,3,0,deq
51698,4,3,3,4148,enq
51698,4,3,3,0,deq
51698,5,2,3,4148,enq
51698,5,2,3,0,deq
52029,4,3,3,4148,enq
52029,5,2,3,4148,enq
52360,4,3,3,8296,enq
52360,5,2,3,8296,enq
52361,4,3,3,4148,deq
52361,5,2,3,4148,deq
52691,4,3,3,8296,enq
52691,5,2,3,8296,enq
53022,4,3,3,12444,enq
53022,5,2,3,12444,enq
53024,4,3,3,8296,deq
53024,5,2,3,8296,deq
53061,7,1,3,4148,enq
53061,7,1,3,0,deq
53061,6,0,3,4148,enq
53061,6,0,3,0,deq
53353,4,3,3,12444,enq
53353,5,2,3,12444,enq
53684,4,3,3,16592,enq
53684,5,2,3,16592,enq
53687,4,3,3,12444,deq
53687,5,2,3,12444,deq
53724,7,1,3,4148,enq
53724,6,0,3,4148,enq
53724,7,1,3,0,deq
53724,6,0,3,0,deq
54015,4,3,3,16592,enq
54015,5,2,3,16592,enq
54350,4,3,3,12444,deq
54350,5,2,3,12444,deq
54387,7,1,3,4148,enq
54387,6,0,3,4148,enq
54387,7,1,3,0,deq
54387,6,0,3,0,deq
54424,5,0,3,4148,enq
54424,5,0,3,0,deq
54424,4,0,3,4148,enq
54424,4,0,3,0,deq
55013,4,3,3,8296,deq
55013,5,2,3,8296,deq
55050,7,1,3,4148,enq
55050,6,0,3,4148,enq
55050,7,1,3,0,deq
55050,6,0,3,0,deq
55087,5,0,3,4148,enq
55087,5,0,3,0,deq
55087,4,0,3,4148,enq
55087,4,0,3,0,deq
55676,4,3,3,4148,deq
55676,5,2,3,4148,deq
55713,7,1,3,4148,enq
55713,6,0,3,4148,enq
55713,7,1,3,0,deq
55713,6,0,3,0,deq
55750,5,0,3,4148,enq
55750,5,0,3,0,deq
55750,4,0,3,4148,enq
55750,4,0,3,0,deq
56339,4,3,3,0,deq
56339,5,2,3,0,deq
56376,7,1,3,4148,enq
56376,6,0,3,4148,enq
56376,7,1,3,0,deq
56376,6,0,3,0,deq
56413,5,0,3,4148,enq
56413,5,0,3,0,deq
56413,4,0,3,4148,enq
56413,4,0,3,0,deq
57039,7,1,3,4148,enq
57039,6,0,3,4148,enq
57039,7,1,3,0,deq
57039,6,0,3,0,deq
57076,5,0,3,4148,enq
57076,5,0,3,0,deq
57076,4,0,3,4148,enq
57076,4,0,3,0,deq
57702,7,1,3,4148,enq
57702,6,0,3,4148,enq
57702,7,1,3,0,deq
57702,6,0,3,0,deq
57739,5,0,3,4148,enq
57739,5,0,3,0,deq
57739,4,0,3,4148,enq
57739,4,0,3,0,deq
58148,5,3,3,60,enq
58148,5,3,3,0,deq
58148,4,2,3,60,enq
58148,4,2,3,0,deq
58402,5,0,3,4148,enq
58402,5,0,3,0,deq
58402,4,0,3,4148,enq
58402,4,0,3,0,deq
58857,7,0,3,60,enq
58857,7,0,3,0,deq
58857,6,1,3,60,enq
58857,6,1,3,0,deq
59065,5,0,3,4148,enq
59065,5,0,3,0,deq
59065,4,0,3,4148,enq
59065,4,0,3,0,deq
59566,4,0,3,60,enq
59566,4,0,3,0,deq
59566,5,0,3,60,enq
59566,5,0,3,0,deq
61301,4,3,3,4148,enq
61301,4,3,3,0,deq
61301,5,2,3,4148,enq
61301,5,2,3,0,deq
61632,4,3,3,4148,enq
61632,5,2,3,4148,enq
61963,4,3,3,8296,enq
61963,5,2,3,8296,enq
61964,4,3,3,4148,deq
61964,5,2,3,4148,deq
62294,4,3,3,8296,enq
62294,5,2,3,8296,enq
62625,4,3,3,12444,enq
62625,5,2,3,12444,enq
62627,4,3,3,8296,deq
62627,5,2,3,8296,deq
62664,7,1,3,4148,enq
62664,7,1,3,0,deq
62664,6,0,3,4148,enq
62664,6,0,3,0,deq
62956,4,3,3,12444,enq
62956,5,2,3,12444,enq
63287,4,3,3,16592,enq
63287,5,2,3,16592,enq
63290,4,3,3,12444,deq
63290,5,2,3,12444,deq
63327,7,1,3,4148,enq
63327,6,0,3,4148,enq
63327,7,1,3,0,deq
63327,6,0,3,0,deq
63618,4,3,3,16592,enq
63618,5,2,3,16592,enq
63953,4,3,3,12444,deq
63953,5,2,3,12444,deq
63990,7,1,3,4148,enq
63990,6,0,3,4148,enq
63990,7,1,3,0,deq
63990,6,0,3,0,deq
64027,5,0,3,4148,enq
64027,5,0,3,0,deq
64027,4,0,3,4148,enq
64027,4,0,3,0,deq
64616,4,3,3,8296,deq
64616,5,2,3,8296,deq
64653,7,1,3,4148,enq
64653,6,0,3,4148,enq
64653,7,1,3,0,deq
64653,6,0,3,0,deq
64690,5,0,3,4148,enq
64690,5,0,3,0,deq
64690,4,0,3,4148,enq
64690,4,0,3,0,deq
65279,4,3,3,4148,deq
65279,5,2,3,4148,deq
65316,7,1,3,4148,enq
65316,6,0,3,4148,enq
65316,7,1,3,0,deq
65316,6,0,3,0,deq
65353,5,0,3,4148,enq
65353,5,0,3,0,deq
65353,4,0,3,4148,enq
65353,4,0,3,0,deq
65942,4,3,3,0,deq
65942,5,2,3,0,deq
65979,7,1,3,4148,enq
65979,6,0,3,4148,enq
65979,7,1,3,0,deq
65979,6,0,3,0,deq
66016,5,0,3,4148,enq
66016,5,0,3,0,deq
66016,4,0,3,4148,enq
66016,4,0,3,0,deq
66642,7,1,3,4148,enq
66642,6,0,3,4148,enq
66642,7,1,3,0,deq
66642,6,0,3,0,deq
66679,5,0,3,4148,enq
66679,5,0,3,0,deq
66679,4,0,3,4148,enq
66679,4,0,3,0,deq
67305,7,1,3,4148,enq
67305,6,0,3,4148,enq
67305,7,1,3,0,deq
67305,6,0,3,0,deq
67342,5,0,3,4148,enq
67342,5,0,3,0,deq
67342,4,0,3,4148,enq
67342,4,0,3,0,deq
67751,5,3,3,60,enq
67751,5,3,3,0,deq
67751,4,2,3,60,enq
67751,4,2,3,0,deq
68005,5,0,3,4148,enq
68005,5,0,3,0,deq
68005,4,0,3,4148,enq
68005,4,0,3,0,deq
68460,7,0,3,60,enq
68460,7,0,3,0,deq
68460,6,1,3,60,enq
68460,6,1,3,0,deq
68668,5,0,3,4148,enq
68668,5,0,3,0,deq
68668,4,0,3,4148,enq
68668,4,0,3,0,deq
69169,4,0,3,60,enq
69169,4,0,3,0,deq
69169,5,0,3,60,enq
69169,5,0,3,0,deq
70904,4,3,3,4148,enq
70904,4,3,3,0,deq
70904,5,2,3,4148,enq
70904,5,2,3,0,deq
71235,4,3,3,4148,enq
71235,5,2,3,4148,enq
71566,4,3,3,8296,enq
71566,5,2,3,8296,enq
71567,4,3,3,4148,deq
71567,5,2,3,4148,deq
71897,4,3,3,8296,enq
71897,5,2,3,8296,enq
72228,4,3,3,12444,enq
72228,5,2,3,12444,enq
72230,4,3,3,8296,deq
72230,5,2,3,8296,deq
72267,7,1,3,4148,enq
72267,7,1,3,0,deq
72267,6,0,3,4148,enq
72267,6,0,3,0,deq
72559,4,3,3,12444,enq
72559,5,2,3,12444,enq
72890,4,3,3,16592,enq
72890,5,2,3,16592,enq
72893,4,3,3,12444,deq
72893,5,2,3,12444,deq
72930,7,1,3,4148,enq
72930,6,0,3,4148,enq
72930,7,1,3,0,deq
72930,6,0,3,0,deq
73221,4,3,3,16592,enq
73221,5,2,3,16592,enq
73556,4,3,3,12444,deq
73556,5,2,3,12444,deq
73593,7,1,3,4148,enq
73593,6,0,3,4148,enq
73593,7,1,3,0,deq
73593,6,0,3,0,deq
73630,5,0,3,4148,enq
73630,5,0,3,0,deq
73630,4,0,3,4148,enq
73630,4,0,3,0,deq
74219,4,3,3,8296,deq
74219,5,2,3,8296,deq
74256,7,1,3,4148,enq
74256,6,0,3,4148,enq
74256,7,1,3,0,deq
74256,6,0,3,0,deq
74293,5,0,3,4148,enq
74293,5,0,3,0,deq
74293,4,0,3,4148,enq
74293,4,0,3,0,deq
74882,4,3,3,4148,deq
74882,5,2,3,4148,deq
74919,7,1,3,4148,enq
74919,6,0,3,4148,enq
74919,7,1,3,0,deq
74919,6,0,3,0,deq
74956,5,0,3,4148,enq
74956,5,0,3,0,deq
74956,4,0,3,4148,enq
74956,4,0,3,0,deq
75545,4,3,3,0,deq
75545,5,2,3,0,deq
75582,7,1,3,4148,enq
75582,6,0,3,4148,enq
75582,7,1,3,0,deq
75582,6,0,3,0,deq
75619,5,0,3,4148,enq
75619,5,0,3,0,deq
75619,4,0,3,4148,enq
75619,4,0,3,0,deq
76245,7,1,3,4148,enq
76245,6,0,3,4148,enq
76245,7,1,3,0,deq
76245,6,0,3,0,deq
76282,5,0,3,4148,enq
76282,5,0,3,0,deq
76282,4,0,3,4148,enq
76282,4,0,3,0,deq
76908,7,1,3,4148,enq
76908,6,0,3,4148,enq
76908,7,1,3,0,deq
76908,6,0,3,0,deq
76945,5,0,3,4148,enq
76945,5,0,3,0,deq
76945,4,0,3,4148,enq
76945,4,0,3,0,deq
77354,5,3,3,60,enq
77354,5,3,3,0,deq
77354,4,2,3,60,enq
77354,4,2,3,0,deq
77608,5,0,3,4148,enq
77608,5,0,3,0,deq
77608,4,0,3,4148,enq
77608,4,0,3,0,deq
78063,7,0,3,60,enq
78063,7,0,3,0,deq
78063,6,1,3,60,enq
78063,6,1,3,0,deq
78271,5,0,3,4148,enq
78271,5,0,3,0,deq
78271,4,0,3,4148,enq
78271,4,0,3,0,deq
78772,4,0,3,60,enq
78772,4,0,3,0,deq
78772,5,0,3,60,enq
78772,5,0,3,0,deq
80507,4,3,3,4148,enq
80507,4,3,3,0,deq
80507,5,2,3,4148,enq
80507,5,2,3,0,deq
80838,4,3,3,4148,enq
80838,5,2,3,4148,enq
81169,4,3,3,8296,enq
81169,5,2,3,8296,enq
81170,4,3,3,4148,deq
81170,5,2,3,4148,deq
81500,4,3,3,8296,enq
81500,5,2,3,8296,enq
81831,4,3,3,12444,enq
81831,5,2,3,12444,enq
81833,4,3,3,8296,deq
81833,5,2,3,8296,deq
81870,7,1,3,4148,enq
81870,7,1,3,0,deq
81870,6,0,3,4148,enq
81870,6,0,3,0,deq
82162,4,3,3,12444,enq
82162,5,2,3,12444,enq
82493,4,3,3,16592,enq
82493,5,2,3,16592,enq
82496,4,3,3,12444,deq
82496,5,2,3,12444,deq
82533,7,1,3,4148,enq
82533,6,0,3,4148,enq
82533,7,1,3,0,deq
82533,6,0,3,0,deq
82824,4,3,3,16592,enq
82824,5,2,3,16592,enq
83159,4,3,3,12444,deq
83159,5,2,3,12444,deq
83196,7,1,3,4148,enq
83196,6,0,3,4148,enq
83196,7,1,3,0,deq
83196,6,0,3,0,deq
83233,5,0,3,4148,enq
83233,5,0,3,0,deq
83233,4,0,3,4148,enq
83233,4,0,3,0,deq
83822,4,3,3,8296,deq
83822,5,2,3,8296,deq
