sw_id,port_id,q_id,max_qlen_bytes
8,0,3,166440
8,1,3,340884
8,2,3,519480
8,3,3,511356
9,0,3,498540
9,1,3,211872
9,2,3,349188
9,3,3,411408
10,0,3,4152
10,1,3,4152
11,0,3,4152
11,1,3,4152
