sw_id,port_id,q_id,max_qlen_bytes
8,0,3,149712
8,1,3,349308
8,2,3,506964
8,3,3,519420
9,0,3,469656
9,1,3,199536
9,2,3,332580
9,3,3,411288
10,0,3,4152
10,1,3,4152
11,0,3,4152
11,1,3,4152
