sw_id,port_id,peer_id,peer_kind,rate_gbps,data_bytes,ctrl_bytes,data_pkts,first_ns,last_ns,busy_ns,util_run,util_active
8,0,0,host,100.000,398208,1080,96,1031,47176,31856.6,0.6567,0.6854
8,1,1,host,100.000,398208,1200,96,1362,47507,31856.6,0.6567,0.6854
8,2,2,host,100.000,398208,1080,96,1031,47842,31856.6,0.6567,0.6757
8,3,3,host,100.000,398208,1200,96,1362,45848,31856.6,0.6567,0.7108
8,4,10,switch,100.000,564128,2040,136,1693,46446,45130.2,0.9304,1.0010
8,5,11,switch,100.000,497760,1440,120,1693,41126,39820.8,0.8209,1.0014
9,0,4,host,100.000,398208,1080,96,2355,48177,31856.6,0.6567,0.6902
9,1,5,host,100.000,398208,1080,96,2686,48508,31856.6,0.6567,0.6902
9,2,6,host,100.000,398208,1200,96,2355,45852,31856.6,0.6567,0.7268
9,3,7,host,100.000,398208,1080,96,2686,47176,31856.6,0.6567,0.7107
9,4,10,switch,100.000,564128,1920,136,1031,45780,45130.2,0.9304,1.0011
9,5,11,switch,100.000,497760,1680,120,1031,40476,39820.8,0.8209,1.0011
10,0,8,switch,100.000,564128,1920,136,2062,46811,45130.2,0.9304,1.0011
10,1,9,switch,100.000,564128,2040,136,2724,47477,45130.2,0.9304,1.0010
11,0,8,switch,100.000,497760,1680,120,2062,41507,39820.8,0.8209,1.0011
11,1,9,switch,100.000,497760,1440,120,2724,42157,39820.8,0.8209,1.0014
