sw_id,port_id,q_id,max_qlen_bytes
8,0,3,137124
8,1,3,307312
8,2,3,269920
8,3,3,344584
9,0,3,315488
9,1,3,120412
9,2,3,789260
9,3,3,149688
10,0,3,4148
10,1,3,4148
11,0,3,4148
11,1,3,4148
