sw_id,port_id,q_id,max_qlen_bytes
8,0,3,66552
8,1,3,58128
8,2,3,112224
8,3,3,112344
9,0,3,290880
9,1,3,49884
9,2,3,120408
9,3,3,174624
10,0,3,4152
10,1,3,4152
11,0,3,4152
11,1,3,4152
