sw_id,port_id,q_id,max_qlen_bytes
8,0,3,112344
8,1,3,232872
8,2,3,149472
8,3,3,149712
9,0,3,187080
9,1,3,75036
9,2,3,357192
9,3,3,323976
10,0,3,4152
10,1,3,4152
11,0,3,4152
11,1,3,4152
