sw_id,port_id,q_id,max_qlen_bytes
8,0,3,112176
8,1,3,215816
8,2,3,53984
8,3,3,166220
9,0,3,4508
9,2,3,141152
9,3,3,66428
10,0,3,4148
10,1,3,4148
11,0,3,4148
11,1,3,4148
