pair_bytes,config,input_bytes,sim_time_ns,algbw_gbps,pause,resume,max_qlen_bytes,nic_mean_gbps,nic_peak_gbps,paced_pct,unshapeable_pct,nic_interval_ns,qlen_rows,wall_s
4096,baseline,32768,6392,41.0113,0,0,15012,33.34,254.08,0.0,,100,1,11.3
4096,rate,32768,8516,30.7825,0,0,15012,24.81,254.08,100.0,,100,1,0.8
4096,flowId+nic,32768,6568,39.9123,0,0,18304,32.43,254.72,0.0,,100,1,0.7
4096,all,32768,41346,6.34025,0,0,4264,5.17,254.72,100.0,,100,1,0.8
16384,baseline,131072,15741,66.6143,0,0,58552,50.98,336.64,0.0,,100,1,0.7
16384,rate,131072,19869,52.7745,0,0,58552,40.47,336.64,100.0,,100,1,0.7
16384,flowId+nic,131072,16428,63.8286,0,0,70704,48.86,336.96,0.0,,100,1,0.8
16384,all,131072,53524,19.5908,0,0,16668,15.04,341.76,100.0,,100,1,0.8
65536,baseline,524288,49539,84.6667,0,0,224892,64.41,336.64,0.0,,100,1,0.8
65536,rate,524288,57640,72.7672,0,0,224832,55.37,336.64,100.0,,100,1,0.8
65536,flowId+nic,524288,48332,86.7811,0,0,216564,66.07,336.96,0.0,,100,1,0.8
65536,all,524288,81548,51.4336,0,0,29064,39.19,341.76,100.0,,100,1,0.8
262144,baseline,2097152,187595,89.4332,0,0,722892,68.05,168.32,0.0,,200,1,1.0
262144,rate,2097152,211257,79.4161,0,0,722832,60.39,170.72,100.0,,200,1,1.0
262144,flowId+nic,2097152,179764,93.3291,0,0,702828,71.07,168.48,0.0,,200,1,1.0
262144,all,2097152,239412,70.0768,0,0,124740,53.33,170.88,100.0,,200,1,1.1
1048576,baseline,8388608,731156,91.7846,0,0,834888,69.76,133.22,0.0,,1000,1,1.9
1048576,rate,8388608,826055,81.2402,0,0,943216,61.74,133.22,100.0,,1000,1,2.0
1048576,flowId+nic,8388608,706212,95.0265,0,0,744348,72.29,132.86,0.0,,1000,1,2.2
1048576,all,8388608,1013002,66.2475,0,0,257664,50.41,132.86,100.0,,1000,1,2.1
4194304,baseline,33554432,2943411,91.1988,0,0,943336,69.36,106.57,0.0,,5000,0,5.6
4194304,rate,33554432,3303578,81.256,0,0,935040,61.8,106.67,100.0,,5000,0,5.6
4194304,flowId+nic,33554432,2813404,95.413,0,0,927876,72.63,106.68,0.0,,5000,0,5.7
4194304,all,33554432,4044932,66.3634,0,0,319704,50.54,106.58,100.0,,5000,0,5.9
16777216,baseline,134217728,11822716,90.8202,0,0,947484,69.06,103.16,0.0,,10000,0,20.8
16777216,rate,134217728,12539180,85.6309,0,0,968104,65.15,103.16,100.0,,10000,0,20.0
